window_idx,start,end,n_days,spd_strategy,spd_uniform,pct_strategy,pct_uniform
536,2017-06-20 00:00:00+00:00,2018-06-19 00:00:00+00:00,365,17378.51097842399,17393.01536782369,26.007542186823862,26.03824322759331
537,2017-06-21 00:00:00+00:00,2018-06-20 00:00:00+00:00,365,17317.014255212118,17333.346832885585,25.877373769906253,25.911944486342875
538,2017-06-22 00:00:00+00:00,2018-06-21 00:00:00+00:00,365,17252.221681222552,17270.307754525118,25.740229116602016,25.778511408846107
539,2017-06-23 00:00:00+00:00,2018-06-22 00:00:00+00:00,365,17194.22207529202,17213.545278336143,25.61746295132501,25.658363841952394
540,2017-06-24 00:00:00+00:00,2018-06-23 00:00:00+00:00,365,17134.886931003944,17155.913731252862,25.491869888863018,25.53637673668017
541,2017-06-25 00:00:00+00:00,2018-06-24 00:00:00+00:00,365,17072.673914733303,17093.55847299253,25.360185314195217,25.404391082318195
542,2017-06-26 00:00:00+00:00,2018-06-25 00:00:00+00:00,365,17004.501666377095,17027.750791975996,25.21588699742687,25.265097779983552
543,2017-06-27 00:00:00+00:00,2018-06-26 00:00:00+00:00,365,16934.05946749818,16959.778022669583,25.066783939030202,25.121221695014956
544,2017-06-28 00:00:00+00:00,2018-06-27 00:00:00+00:00,365,16868.5033068563,16896.1300786782,24.92802302293146,24.98649984843989
545,2017-06-29 00:00:00+00:00,2018-06-28 00:00:00+00:00,365,16807.648455015616,16835.990024505074,24.799213237431733,24.859203055437042
546,2017-06-30 00:00:00+00:00,2018-06-29 00:00:00+00:00,365,16742.09626588454,16772.186178209813,24.660460727720306,24.724151214757743
547,2017-07-01 00:00:00+00:00,2018-06-30 00:00:00+00:00,365,16671.55294632767,16703.456722396513,24.5111436299752,24.57867347234205
548,2017-07-02 00:00:00+00:00,2018-07-01 00:00:00+00:00,365,16600.00674976151,16632.95460683453,24.3597037701406,24.429443589955827
549,2017-07-03 00:00:00+00:00,2018-07-02 00:00:00+00:00,365,16530.41895774148,16565.64508293814,24.212409211163344,24.286971378243255
550,2017-07-04 00:00:00+00:00,2018-07-03 00:00:00+00:00,365,16463.31994837893,16500.446601370546,24.070382589755052,24.148967551570305
551,2017-07-05 00:00:00+00:00,2018-07-04 00:00:00+00:00,365,16398.864911166354,16436.70356985926,23.93395239123178,24.014044435865962
552,2017-07-06 00:00:00+00:00,2018-07-05 00:00:00+00:00,365,16333.751921353618,16373.578923053337,23.79612952259705,23.880430238002102
553,2017-07-07 00:00:00+00:00,2018-07-06 00:00:00+00:00,365,16267.864091648342,16309.854888097123,23.65666657174478,23.745547331781637
554,2017-07-08 00:00:00+00:00,2018-07-07 00:00:00+00:00,365,16196.981636126553,16240.74227662749,23.50663163426176,23.599258574362004
555,2017-07-09 00:00:00+00:00,2018-07-08 00:00:00+00:00,365,16128.397030459542,16174.310487318126,23.361460492153327,23.458644239227237
556,2017-07-10 00:00:00+00:00,2018-07-09 00:00:00+00:00,365,16058.63032587419,16106.103572990045,23.213787233886443,23.3142725459529
557,2017-07-11 00:00:00+00:00,2018-07-10 00:00:00+00:00,365,15981.903982164558,16031.404798998803,23.051382699548085,23.156159712483273
558,2017-07-12 00:00:00+00:00,2018-07-11 00:00:00+00:00,365,15905.11989307702,15956.226804307082,22.888855937161892,22.997032525781844
559,2017-07-13 00:00:00+00:00,2018-07-12 00:00:00+00:00,365,15832.298659445336,15885.344317369854,22.73471724155747,22.846997521802624
560,2017-07-14 00:00:00+00:00,2018-07-13 00:00:00+00:00,365,15758.125741498923,15812.57393854322,22.57771747306606,22.692966469160638
561,2017-07-15 00:00:00+00:00,2018-07-14 00:00:00+00:00,365,15676.726209094557,15732.674304427333,22.40542132918202,22.523845118591616
562,2017-07-16 00:00:00+00:00,2018-07-15 00:00:00+00:00,365,15581.314588765745,15638.135823669518,22.2034661854753,22.323738125319085
563,2017-07-17 00:00:00+00:00,2018-07-16 00:00:00+00:00,365,15477.15354003327,15535.576518485126,25.938151722877308,26.084063241794002
564,2017-07-18 00:00:00+00:00,2018-07-17 00:00:00+00:00,365,15390.036683543636,15449.35342637934,26.262486667281614,26.41375161954756
565,2017-07-19 00:00:00+00:00,2018-07-18 00:00:00+00:00,365,15307.621647170308,15367.572975641966,26.05231824017264,26.20520146345858
566,2017-07-20 00:00:00+00:00,2018-07-19 00:00:00+00:00,365,15222.343811619186,15282.879487062786,29.31844421544193,29.493633443767823
567,2017-07-21 00:00:00+00:00,2018-07-20 00:00:00+00:00,365,15161.75056289593,15223.251069859916,29.143088371011373,29.32106980555753
568,2017-07-22 00:00:00+00:00,2018-07-21 00:00:00+00:00,365,15095.810173082114,15157.461576527712,28.952257990044465,29.130676116474817
569,2017-07-23 00:00:00+00:00,2018-07-22 00:00:00+00:00,365,15035.728739940576,15097.66896317348,28.7783833313139,28.95763729735937
570,2017-07-24 00:00:00+00:00,2018-07-23 00:00:00+00:00,365,14972.025012169142,15033.666288362198,28.594025812743578,28.77241463107511
571,2017-07-25 00:00:00+00:00,2018-07-24 00:00:00+00:00,365,14904.8508557101,14966.851498760938,28.399624931820615,28.57905375180471
572,2017-07-26 00:00:00+00:00,2018-07-25 00:00:00+00:00,365,14831.839210596154,14893.176496167123,28.18833045674312,28.365839531318414
573,2017-07-27 00:00:00+00:00,2018-07-26 00:00:00+00:00,365,14757.966130801608,14819.176437617307,29.80725218796095,29.995998947793375
574,2017-07-28 00:00:00+00:00,2018-07-27 00:00:00+00:00,365,14689.388616896715,14749.896642950316,29.917442698440432,30.106051733375388
575,2017-07-29 00:00:00+00:00,2018-07-28 00:00:00+00:00,365,14624.774638664592,14685.283934993717,29.716035036143325,29.904648030642917
576,2017-07-30 00:00:00+00:00,2018-07-29 00:00:00+00:00,365,14557.656575049636,14617.345551897517,29.50682191136042,29.692877895232055
577,2017-07-31 00:00:00+00:00,2018-07-30 00:00:00+00:00,365,14491.999310036801,14551.223278361726,29.30216222903052,29.486768738931985
578,2017-08-01 00:00:00+00:00,2018-07-31 00:00:00+00:00,365,14432.809982982373,14490.981144763486,29.117663699128133,29.298988515027126
579,2017-08-02 00:00:00+00:00,2018-08-01 00:00:00+00:00,365,14368.881148072376,14426.593508860808,28.918391691044302,29.098286382411047
580,2017-08-03 00:00:00+00:00,2018-08-02 00:00:00+00:00,365,14304.480264765367,14361.073380574047,29.956925191190503,30.14094368677623
581,2017-08-04 00:00:00+00:00,2018-08-03 00:00:00+00:00,365,14244.052078114326,14299.833039928108,30.641042797550703,30.827787423542897
582,2017-08-05 00:00:00+00:00,2018-08-04 00:00:00+00:00,365,14188.645094041454,14243.174159447663,35.168699087891994,35.37950365853882
583,2017-08-06 00:00:00+00:00,2018-08-05 00:00:00+00:00,365,14139.426386202822,14197.510534809688,34.978423892518244,35.20297210212432
584,2017-08-07 00:00:00+00:00,2018-08-06 00:00:00+00:00,365,14096.704344584712,14152.226698345883,35.037327180474925,35.25335319820721
585,2017-08-08 00:00:00+00:00,2018-08-07 00:00:00+00:00,365,14058.903524883297,14112.223958954477,34.89025199374495,35.09771079647691
586,2017-08-09 00:00:00+00:00,2018-08-08 00:00:00+00:00,365,14024.861182170383,14075.961753529857,34.757800265164036,34.95662204030194
587,2017-08-10 00:00:00+00:00,2018-08-09 00:00:00+00:00,365,13986.99607737123,14035.887087175315,34.610474958388274,34.80069978560504
588,2017-08-11 00:00:00+00:00,2018-08-10 00:00:00+00:00,365,13954.880482465976,14000.82695633404,34.48551980781366,34.66428805350534
589,2017-08-12 00:00:00+00:00,2018-08-11 00:00:00+00:00,365,13926.518011259319,13969.374711174893,34.37516728684208,34.541913859866206
590,2017-08-13 00:00:00+00:00,2018-08-12 00:00:00+00:00,365,13901.973922742636,13941.987088843478,34.279671304738464,34.43535427464292
591,2017-08-14 00:00:00+00:00,2018-08-13 00:00:00+00:00,365,13880.521876676412,13918.294014282714,34.196205821559744,34.34316941217811
592,2017-08-15 00:00:00+00:00,2018-08-14 00:00:00+00:00,365,13863.566025247055,13898.945122595927,34.1302341036225,34.26788686856317
593,2017-08-16 00:00:00+00:00,2018-08-15 00:00:00+00:00,365,13841.60917610124,13876.7811004668,34.044804535860976,34.1816512334876
594,2017-08-17 00:00:00+00:00,2018-08-16 00:00:00+00:00,365,13821.58824042821,13857.562360887247,33.9669072078168,34.106875084856306
595,2017-08-18 00:00:00+00:00,2018-08-17 00:00:00+00:00,365,13798.143346075289,13835.718277471513,33.87568796331213,34.02188426527379
596,2017-08-19 00:00:00+00:00,2018-08-18 00:00:00+00:00,365,13772.642820398803,13811.847041526547,33.77647068164452,33.929006213638566
597,2017-08-20 00:00:00+00:00,2018-08-19 00:00:00+00:00,365,13747.603979592193,13788.203424759464,33.67904972050603,33.83701378124005
598,2017-08-21 00:00:00+00:00,2018-08-20 00:00:00+00:00,365,13722.891401112707,13764.823992606489,33.58289817873633,33.74604923664286
599,2017-08-22 00:00:00+00:00,2018-08-21 00:00:00+00:00,365,13695.300107635998,13738.52928957803,33.47554615112786,33.64374197483035
600,2017-08-23 00:00:00+00:00,2018-08-22 00:00:00+00:00,365,13669.919927699873,13714.329248093349,33.3767971098946,33.54958460871113
601,2017-08-24 00:00:00+00:00,2018-08-23 00:00:00+00:00,365,13644.940966747989,13690.30614063621,33.279609128910636,33.4561156563709
602,2017-08-25 00:00:00+00:00,2018-08-24 00:00:00+00:00,365,13621.659890153134,13667.877110419588,33.189027265487844,33.36884892952903
603,2017-08-26 00:00:00+00:00,2018-08-25 00:00:00+00:00,365,13598.563608139033,13645.556192639899,33.09916439963403,33.28200284586303
604,2017-08-27 00:00:00+00:00,2018-08-26 00:00:00+00:00,365,13575.728711552087,13623.410989414233,33.01031853052292,33.19584043125629
605,2017-08-28 00:00:00+00:00,2018-08-27 00:00:00+00:00,365,13552.185066244656,13600.414303793526,32.918715066438104,33.1063650744108
606,2017-08-29 00:00:00+00:00,2018-08-28 00:00:00+00:00,365,13527.720861214912,13576.48602452213,32.82352989449286,33.01326507896716
607,2017-08-30 00:00:00+00:00,2018-08-29 00:00:00+00:00,365,13506.876421320918,13555.885603318397,32.7424284815101,32.93311309233862
608,2017-08-31 00:00:00+00:00,2018-08-30 00:00:00+00:00,365,13485.896825689339,13535.47729660799,32.66080120545084,32.85370858354794
609,2017-09-01 00:00:00+00:00,2018-08-31 00:00:00+00:00,365,13466.858296303217,13516.680390102338,32.58672621748376,32.78057370033372
610,2017-09-02 00:00:00+00:00,2018-09-01 00:00:00+00:00,365,13449.030693452485,13499.066349092307,32.517362694710165,32.71204110259952
611,2017-09-03 00:00:00+00:00,2018-09-02 00:00:00+00:00,365,13426.321020523908,13477.041700605732,32.429004045005485,32.626347741598046
612,2017-09-04 00:00:00+00:00,2018-09-03 00:00:00+00:00,365,13404.198620686282,13455.558603511417,32.34293035367459,32.54276144527849
613,2017-09-05 00:00:00+00:00,2018-09-04 00:00:00+00:00,365,13378.185153779057,13430.16331629282,32.241717323557914,32.44395362472752
614,2017-09-06 00:00:00+00:00,2018-09-05 00:00:00+00:00,365,13356.408986395654,13408.996550523774,32.156990751238176,32.361598108298445
615,2017-09-07 00:00:00+00:00,2018-09-06 00:00:00+00:00,365,13338.704109467712,13391.7615473894,32.088104729697456,32.294540268698604
616,2017-09-08 00:00:00+00:00,2018-09-07 00:00:00+00:00,365,13321.913956559081,13375.403874060561,32.02277771050138,32.2308959382764
617,2017-09-09 00:00:00+00:00,2018-09-08 00:00:00+00:00,365,13302.706457349697,13356.632152374828,31.948045295830212,32.157859043997924
618,2017-09-10 00:00:00+00:00,2018-09-09 00:00:00+00:00,365,13282.82252627364,13337.281567305794,31.870681024392795,32.082569911782194
619,2017-09-11 00:00:00+00:00,2018-09-10 00:00:00+00:00,365,13261.552152709235,13316.51613883158,31.787922391418384,32.001775915924505
620,2017-09-12 00:00:00+00:00,2018-09-11 00:00:00+00:00,365,13239.647791685664,13295.11602390017,31.70269704410609,31.918512486071883
621,2017-09-13 00:00:00+00:00,2018-09-12 00:00:00+00:00,365,13216.6812528585,13272.624000681886,31.61333898221146,31.831000666463378
622,2017-09-14 00:00:00+00:00,2018-09-13 00:00:00+00:00,365,13187.854625437853,13244.350461209862,31.501180525220946,31.72099416051425
623,2017-09-15 00:00:00+00:00,2018-09-14 00:00:00+00:00,365,13145.04903794386,13202.169547974063,35.708026169887376,35.96128902700797
624,2017-09-16 00:00:00+00:00,2018-09-15 00:00:00+00:00,365,13112.58686721151,13170.100852336338,35.56409429491525,35.819101755272364
625,2017-09-17 00:00:00+00:00,2018-09-16 00:00:00+00:00,365,13080.527326808435,13138.444818298782,35.421947615969934,35.67874415655311
626,2017-09-18 00:00:00+00:00,2018-09-17 00:00:00+00:00,365,13050.159748206159,13108.410101945945,35.28730281471413,35.5455752112425
627,2017-09-19 00:00:00+00:00,2018-09-18 00:00:00+00:00,365,13025.931878907766,13084.47797882682,35.179880465067555,35.439464151048774
628,2017-09-20 00:00:00+00:00,2018-09-19 00:00:00+00:00,365,12998.879780345356,13057.60496318404,35.059935951802515,35.320313661714245
629,2017-09-21 00:00:00+00:00,2018-09-20 00:00:00+00:00,365,12970.481105642903,13029.438094749825,34.93402094351951,35.19542644393525
630,2017-09-22 00:00:00+00:00,2018-09-21 00:00:00+00:00,365,12935.195900460432,12994.339243262486,34.800794142253764,35.06320100335778
631,2017-09-23 00:00:00+00:00,2018-09-22 00:00:00+00:00,365,12900.154089134321,12959.497800642592,35.32468313072512,35.59314197184665
632,2017-09-24 00:00:00+00:00,2018-09-23 00:00:00+00:00,365,12868.43306317586,12927.806118892746,35.181183682315876,35.44977527064916
633,2017-09-25 00:00:00+00:00,2018-09-24 00:00:00+00:00,365,12835.543731220825,12894.95325981931,37.56533385726051,37.85352225097962
634,2017-09-26 00:00:00+00:00,2018-09-25 00:00:00+00:00,365,12808.397658803937,12867.738293693541,37.43365156335648,37.72150576207745
635,2017-09-27 00:00:00+00:00,2018-09-26 00:00:00+00:00,365,12780.381618742878,12839.699256194834,40.51929107269352,40.83188708946468
636,2017-09-28 00:00:00+00:00,2018-09-27 00:00:00+00:00,365,12756.523213868277,12815.615167565635,40.393560469610165,40.70496716317549
637,2017-09-29 00:00:00+00:00,2018-09-28 00:00:00+00:00,365,12732.772055849655,12791.559144713903,40.2683950431156,40.578195139780284
638,2017-09-30 00:00:00+00:00,2018-09-29 00:00:00+00:00,365,12708.875638576836,12767.229977354873,40.90121575914808,41.21454789294312
639,2017-10-01 00:00:00+00:00,2018-09-30 00:00:00+00:00,365,12687.583387649345,12745.506009285962,40.786887560832156,41.09790160044689
640,2017-10-02 00:00:00+00:00,2018-10-01 00:00:00+00:00,365,12667.3654131892,12724.737547294702,40.67832766260921,40.9863858734653
641,2017-10-03 00:00:00+00:00,2018-10-02 00:00:00+00:00,365,12647.59952530073,12704.377918530121,40.57219523170283,40.87706536606745
642,2017-10-04 00:00:00+00:00,2018-10-03 00:00:00+00:00,365,12627.00371602986,12683.141862125387,40.46160655910003,40.763038902808276
643,2017-10-05 00:00:00+00:00,2018-10-04 00:00:00+00:00,365,12604.493961710003,12660.026407474295,41.6007071676471,41.90820030447579
644,2017-10-06 00:00:00+00:00,2018-10-05 00:00:00+00:00,365,12583.303303255027,12638.202934589941,42.05753459868255,42.36573118742994
645,2017-10-07 00:00:00+00:00,2018-10-06 00:00:00+00:00,365,12562.980674896546,12617.27514931581,42.84879963168392,43.160178096870986
646,2017-10-08 00:00:00+00:00,2018-10-07 00:00:00+00:00,365,12543.568261119484,12597.288756993901,44.77288399325658,45.095643630284634
647,2017-10-09 00:00:00+00:00,2018-10-08 00:00:00+00:00,365,12526.002262946804,12579.220625702288,46.463406447071314,46.7960059690065
648,2017-10-10 00:00:00+00:00,2018-10-09 00:00:00+00:00,365,12510.747656793903,12563.44589216799,46.36806952855175,46.69741840335235
649,2017-10-11 00:00:00+00:00,2018-10-10 00:00:00+00:00,365,12495.427030225532,12547.620662154659,47.22768052610499,47.560610557553744
650,2017-10-12 00:00:00+00:00,2018-10-11 00:00:00+00:00,365,12483.578165083134,12535.201935702593,54.964720342240355,55.348576191093436
651,2017-10-13 00:00:00+00:00,2018-10-12 00:00:00+00:00,365,12475.837078507882,12528.65524363529,56.66416418482895,57.069468523726904
652,2017-10-14 00:00:00+00:00,2018-10-13 00:00:00+00:00,365,12471.967026711764,12524.059872896594,56.63446703838429,57.0342055854036
653,2017-10-15 00:00:00+00:00,2018-10-14 00:00:00+00:00,365,12470.589678168046,12521.018271253946,56.623897846145276,57.01086561628519
654,2017-10-16 00:00:00+00:00,2018-10-15 00:00:00+00:00,365,12466.19699020214,12515.391686310548,56.59019020999941,56.96768957476167
655,2017-10-17 00:00:00+00:00,2018-10-16 00:00:00+00:00,365,12462.087314862696,12510.193080641358,56.55865429347296,56.92779766581596
656,2017-10-18 00:00:00+00:00,2018-10-17 00:00:00+00:00,365,12457.640466592547,12503.70982988942,56.52453105397828,56.878047931920705
657,2017-10-19 00:00:00+00:00,2018-10-18 00:00:00+00:00,365,12452.408520665527,12497.476607749315,56.48438330594527,56.83021681221775
658,2017-10-20 00:00:00+00:00,2018-10-19 00:00:00+00:00,365,12448.390640592326,12492.402944160054,56.45355178760473,56.79128365613641
659,2017-10-21 00:00:00+00:00,2018-10-20 00:00:00+00:00,365,12446.504739689015,12489.50065307301,56.43908017888829,56.76901269750907
660,2017-10-22 00:00:00+00:00,2018-10-21 00:00:00+00:00,365,12444.789335345808,12486.773148850101,56.42591688891808,56.74808297961296
661,2017-10-23 00:00:00+00:00,2018-10-22 00:00:00+00:00,365,12442.952009644185,12483.839695641705,56.41181802582732,56.72557289599969
662,2017-10-24 00:00:00+00:00,2018-10-23 00:00:00+00:00,365,12440.432582769306,12480.146071971325,56.392485005805504,56.69722958463607
663,2017-10-25 00:00:00+00:00,2018-10-24 00:00:00+00:00,365,12435.174168742475,12473.209431564412,59.5004853432916,59.808658285470116
664,2017-10-26 00:00:00+00:00,2018-10-25 00:00:00+00:00,365,12431.467243760526,12468.238550734934,59.85738366043664,60.1572540953181
665,2017-10-27 00:00:00+00:00,2018-10-26 00:00:00+00:00,365,12428.9918147293,12464.585772517763,59.83719650797483,60.127465646589016
666,2017-10-28 00:00:00+00:00,2018-10-27 00:00:00+00:00,365,12425.559892192081,12459.864920999651,59.80920913987743,60.088967047702326
667,2017-10-29 00:00:00+00:00,2018-10-28 00:00:00+00:00,365,12422.098854296906,12455.083845855763,60.76513416646561,61.03855547648433
668,2017-10-30 00:00:00+00:00,2018-10-29 00:00:00+00:00,365,12422.567439496524,12454.458200773515,60.76901839299046,61.033369339095465
669,2017-10-31 00:00:00+00:00,2018-10-30 00:00:00+00:00,365,12422.633975997163,12453.36668371201,60.76956993162391,61.02432146578217
670,2017-11-01 00:00:00+00:00,2018-10-31 00:00:00+00:00,365,12424.484839719249,12454.192500595476,60.78491223003426,61.03116688011887
671,2017-11-02 00:00:00+00:00,2018-11-01 00:00:00+00:00,365,12427.837143052722,12456.654690288711,60.812700358079795,61.05157662102293
672,2017-11-03 00:00:00+00:00,2018-11-02 00:00:00+00:00,365,12433.184173889633,12460.916739333043,60.85702330942965,61.086905871630314
673,2017-11-04 00:00:00+00:00,2018-11-03 00:00:00+00:00,365,12438.696145515085,12466.122733061213,60.90271349855484,61.13005972912231
674,2017-11-05 00:00:00+00:00,2018-11-04 00:00:00+00:00,365,12444.773897758305,12471.873735390258,60.95309359270601,61.17773130690405
675,2017-11-06 00:00:00+00:00,2018-11-05 00:00:00+00:00,365,12450.565678476312,12477.493966987167,61.00110319332794,61.2243188915361
676,2017-11-07 00:00:00+00:00,2018-11-06 00:00:00+00:00,365,12454.013160021757,12480.80722168288,61.02968027871961,61.25178333510617
677,2017-11-08 00:00:00+00:00,2018-11-07 00:00:00+00:00,365,12457.82470889311,12484.462198571047,61.061275214366205,61.28208040421615
678,2017-11-09 00:00:00+00:00,2018-11-08 00:00:00+00:00,365,12464.037550022967,12490.456436020266,61.11277509599064,61.33176822217433
679,2017-11-10 00:00:00+00:00,2018-11-09 00:00:00+00:00,365,12469.054012065304,12495.237096011613,61.15435787526246,61.37139637594409
680,2017-11-11 00:00:00+00:00,2018-11-10 00:00:00+00:00,365,12471.04179512427,12496.979205484127,61.17083513423177,61.3858371816457
681,2017-11-12 00:00:00+00:00,2018-11-11 00:00:00+00:00,365,12471.387423942584,12497.056249603025,61.1737001428256,61.386475820703126
682,2017-11-13 00:00:00+00:00,2018-11-12 00:00:00+00:00,365,12468.001427121366,12493.400986844812,61.587191883732885,61.79925597231215
683,2017-11-14 00:00:00+00:00,2018-11-13 00:00:00+00:00,365,12470.014606250228,12495.087237751488,61.604000167095165,61.81333469121648
684,2017-11-15 00:00:00+00:00,2018-11-14 00:00:00+00:00,365,12478.155877937297,12502.677826487408,57.492121582952535,57.68298223966598
685,2017-11-16 00:00:00+00:00,2018-11-15 00:00:00+00:00,365,12489.801426641046,12514.393285135757,57.06916816999509,57.258865771138865
686,2017-11-17 00:00:00+00:00,2018-11-16 00:00:00+00:00,365,12504.161544870993,12529.269023537181,56.57004592349691,56.76165515443097
687,2017-11-18 00:00:00+00:00,2018-11-17 00:00:00+00:00,365,12517.708082015037,12543.625130841507,56.673427135067364,56.871214649287495
688,2017-11-19 00:00:00+00:00,2018-11-18 00:00:00+00:00,365,12530.924075674106,12557.799770953634,56.77428578418587,56.97938926637117
689,2017-11-20 00:00:00+00:00,2018-11-19 00:00:00+00:00,365,12552.264075085852,12580.801971416266,47.29257841382609,47.4734759286837
690,2017-11-21 00:00:00+00:00,2018-11-20 00:00:00+00:00,365,12580.95832285113,12611.128834455048,41.44712446277942,41.61409030280211
691,2017-11-22 00:00:00+00:00,2018-11-21 00:00:00+00:00,365,12606.554117199954,12637.494341654972,41.58877347956123,41.75999896736342
692,2017-11-23 00:00:00+00:00,2018-11-22 00:00:00+00:00,365,12636.643132199119,12667.944951348774,41.582951375005976,41.755462995109454
693,2017-11-24 00:00:00+00:00,2018-11-23 00:00:00+00:00,365,12666.521312952958,12697.867130205615,41.57729742821739,41.74934673970889
694,2017-11-25 00:00:00+00:00,2018-11-24 00:00:00+00:00,365,12705.44836138881,12736.565823410807,35.94766926901495,36.09458419415985
695,2017-11-26 00:00:00+00:00,2018-11-25 00:00:00+00:00,365,12744.2712980844,12774.706496684914,36.13096406453863,36.27465781825812
696,2017-11-27 00:00:00+00:00,2018-11-26 00:00:00+00:00,365,12789.985367541933,12819.350916087948,35.09926091618969,35.2331458567733
697,2017-11-28 00:00:00+00:00,2018-11-27 00:00:00+00:00,365,12835.745807635609,12863.741134702843,35.30789430144456,35.435532056793896
698,2017-11-29 00:00:00+00:00,2018-11-28 00:00:00+00:00,365,12874.6174163221,12901.257041830839,35.48511976723911,35.60657653733207
699,2017-11-30 00:00:00+00:00,2018-11-29 00:00:00+00:00,365,12912.782747284899,12937.931553477189,35.65912513479766,35.77378488370469
700,2017-12-01 00:00:00+00:00,2018-11-30 00:00:00+00:00,365,12955.985573629692,12979.478113951809,35.85609771404823,35.96320612921221
701,2017-12-02 00:00:00+00:00,2018-12-01 00:00:00+00:00,365,12997.774671948406,13020.179456626927,36.04662475074487,36.148773813643245
702,2017-12-03 00:00:00+00:00,2018-12-02 00:00:00+00:00,365,13041.183104142016,13061.967503122785,36.24453473890538,36.339296054814255
703,2017-12-04 00:00:00+00:00,2018-12-03 00:00:00+00:00,365,13089.66477973969,13108.809299904293,36.46557492300468,36.55285961788184
704,2017-12-05 00:00:00+00:00,2018-12-04 00:00:00+00:00,365,13138.481872712386,13155.490185691215,36.68814435949493,36.7656895471501
705,2017-12-06 00:00:00+00:00,2018-12-05 00:00:00+00:00,365,13191.978865051571,13206.00365462845,36.93205063727176,36.99599318941771
706,2017-12-07 00:00:00+00:00,2018-12-06 00:00:00+00:00,365,13252.472625968814,13264.434290444678,34.90192451952668,34.953080916265364
707,2017-12-08 00:00:00+00:00,2018-12-07 00:00:00+00:00,365,13321.285889767249,13329.574115790801,33.51467400416981,33.548426735167155
708,2017-12-09 00:00:00+00:00,2018-12-08 00:00:00+00:00,365,13390.54736276113,13393.156593904756,33.7967324156802,33.807358172826596
709,2017-12-10 00:00:00+00:00,2018-12-09 00:00:00+00:00,365,13455.095433160568,13452.336242359812,34.05959610332561,34.04835965482582
710,2017-12-11 00:00:00+00:00,2018-12-10 00:00:00+00:00,365,13523.235358898964,13514.89134994711,34.33708715835855,34.30310725858373
711,2017-12-12 00:00:00+00:00,2018-12-11 00:00:00+00:00,365,13594.445918231722,13580.374806116446,34.37416095397717,34.31727671474665
712,2017-12-13 00:00:00+00:00,2018-12-12 00:00:00+00:00,365,13664.053033733064,13644.69833566706,34.65555646684687,34.57731266735174
713,2017-12-14 00:00:00+00:00,2018-12-13 00:00:00+00:00,365,13736.247135142043,13712.141040795144,33.794727639087554,33.700490013318515
714,2017-12-15 00:00:00+00:00,2018-12-14 00:00:00+00:00,365,13811.222131122235,13781.284150880936,33.32104321827378,33.20663973119029
715,2017-12-16 00:00:00+00:00,2018-12-15 00:00:00+00:00,365,13887.375124558788,13851.824879245782,33.43806410906878,33.30291739637949
716,2017-12-17 00:00:00+00:00,2018-12-16 00:00:00+00:00,365,13964.108680786072,13923.614817654261,33.468850521515755,33.31430420537394
717,2017-12-18 00:00:00+00:00,2018-12-17 00:00:00+00:00,365,14033.333013355259,13987.679576821167,33.54673031267553,33.37200240420515
718,2017-12-19 00:00:00+00:00,2018-12-18 00:00:00+00:00,365,14098.443545642156,14048.111881419438,32.77575647747287,32.58015537368657
719,2017-12-20 00:00:00+00:00,2018-12-19 00:00:00+00:00,365,14161.31561624849,14106.68447897991,32.54278385529958,32.32896100026148
720,2017-12-21 00:00:00+00:00,2018-12-20 00:00:00+00:00,365,14215.668829286007,14157.385854587774,32.75551893227666,32.527403013898045
721,2017-12-22 00:00:00+00:00,2018-12-21 00:00:00+00:00,365,14273.036713975134,14211.22555012121,32.980053245582646,32.73812821547576
722,2017-12-23 00:00:00+00:00,2018-12-22 00:00:00+00:00,365,14326.216129351193,14261.172980230636,33.18819415191348,32.93361933357768
723,2017-12-24 00:00:00+00:00,2018-12-23 00:00:00+00:00,365,14380.156325702268,14312.288103175812,33.39931270740685,33.133680728419755
724,2017-12-25 00:00:00+00:00,2018-12-24 00:00:00+00:00,365,14431.407906056313,14360.56962260248,33.5999081880142,33.3226515762832
725,2017-12-26 00:00:00+00:00,2018-12-25 00:00:00+00:00,365,14487.398391539062,14413.947013550674,33.81905144695888,33.53156734662343
726,2017-12-27 00:00:00+00:00,2018-12-26 00:00:00+00:00,365,14545.08218837541,14468.479708658664,34.04482222065426,33.74500490520084
727,2017-12-28 00:00:00+00:00,2018-12-27 00:00:00+00:00,365,14606.880003621798,14527.08867344592,34.28669500514597,33.97439672840285
728,2017-12-29 00:00:00+00:00,2018-12-28 00:00:00+00:00,365,14660.943479619602,14578.50791106583,34.498296069467635,34.175648409064735
729,2017-12-30 00:00:00+00:00,2018-12-29 00:00:00+00:00,365,14716.521688130939,14631.36798225324,34.715825702127,34.38253942221064
730,2017-12-31 00:00:00+00:00,2018-12-30 00:00:00+00:00,365,14769.42045585443,14681.828893587737,34.922868171095324,34.580040273718126
731,2018-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,365,14826.531945029541,14736.452748274345,35.14639896839255,34.793834625185795
732,2018-01-02 00:00:00+00:00,2019-01-01 00:00:00+00:00,365,14880.395642655021,14788.049567098873,35.35721811265762,34.995781347577925
733,2018-01-03 00:00:00+00:00,2019-01-02 00:00:00+00:00,365,14934.100777907477,14839.762463007031,35.56741665371,35.198182388416775
734,2018-01-04 00:00:00+00:00,2019-01-03 00:00:00+00:00,365,14990.30363500356,14893.905611588332,35.787391121869106,35.41009528624811
