sensitivity,n_windows,win_rate,rw_spd_percentile,mean_spd_percentile
0.5,3076.0,0.5432379713914174,41.7804245460012,39.37405380953434
0.8,3076.0,0.5432379713914174,41.67902553243632,39.37892477794856
1.0,3076.0,0.5432379713914174,41.60935043161607,39.38224441071921
1.2,3076.0,0.5432379713914174,41.53794244126779,39.38562380921898
1.5,3076.0,0.5432379713914174,41.42743716907555,39.390808727602376
