date,price,prob_up,allocation_mult_raw,allocation_mult_smooth,amount_dynamic_raw,amount_naive,amount_dynamic,units_purchased,units_purchased_naive,cumulative_invested,cumulative_invested_naive,cumulative_units,cumulative_units_naive,portfolio_value,portfolio_value_naive,dynamic_pct,naive_pct,tracking_error
2025-09-15,115381.08,0.6626018285751343,1.0,1.0,100.0,100.0,120.91466179791388,0.0010479591783844793,0.0008666932221469933,120.91466179791388,100.0,0.0010479591783844793,0.0008666932221469933,120.91466179791388,100.0,0.0,0.0,0.0
2025-09-22,112736.59,0.6655836701393127,1.0,1.0,100.0,100.0,120.91466179791388,0.001072541415328545,0.0008870234588433091,241.82932359582776,200.0,0.002120500593713024,0.0017537166809903023,239.05800602818175,197.70803844096451,0.9770803844096447,0.9770803844096452,-4.440892098500626e-16
2025-09-29,114365.2,0.6942186951637268,1.0,1.0,100.0,100.0,120.91466179791388,0.0010572679608649648,0.0008743918604610494,362.74398539374164,300.0,0.0031777685545779887,0.0026281085414513517,363.4261362980226,300.5641589647921,0.5202424814635971,0.5202424814635969,2.220446049250313e-16
2025-10-06,124720.09,0.6618028879165649,0.7,0.738884975854778,73.8884975854778,100.0,89.34202696304024,0.0007163403022162688,0.0008017954445029667,452.0860123567819,400.0,0.0038941088567942574,0.0034299039859543184,485.67360708917687,427.77793381958134,0.33637501153991556,0.4232499819437585,-0.08687497040384295
2025-10-13,115274.03,0.6190283298492432,0.7,0.8132602480118193,81.32602480118193,100.0,98.3350878420367,0.0008530550015648511,0.0008674980826123629,550.4211001988186,500.0,0.004747163858359108,0.0042974020685666815,547.2247090234035,495.3788549740177,0.12673347086559916,0.15802806972962657,-0.03129459886402741
2025-10-20,110574.4,0.5979373455047607,0.7,0.7093274684428396,70.93274684428395,100.0,85.76809095073638,0.0007756595645170707,0.000904368461416024,636.189191149555,600.0,0.005522823422876179,0.005201770529982706,610.6828862904797,575.1826552905196,0.11596365482166515,0.16109650122366959,-0.045132846402004434
2025-10-27,114087.06,0.5844420194625854,0.7,0.7007681571343819,70.0768157134382,100.0,84.73314471865116,0.0007427060064362353,0.0008765235952263123,720.9223358682061,700.0,0.006265529429312414,0.006078294125209018,714.8158319337311,693.4547065603688,0.17051885353426988,0.20562520476232193,-0.03510635122805206
2025-11-03,106538.3,0.5470373034477234,0.7,0.7000632610430919,70.0063261043092,100.0,84.64791244617017,0.0007945303467970689,0.0009386295820376334,805.5702483143763,800.0,0.007060059776109484,0.007016923707246651,752.166766445085,747.571122999756,0.052252528333503134,0.07803886241945368,-0.025786334085950546
2025-11-10,105973.3,0.596871018409729,0.7,0.9375913873323609,93.75913873323609,100.0,113.36854550392928,0.0010697840446973839,0.0009436339153352778,918.9387938183056,900.0,0.008129843820806868,0.007960557622581929,861.5463781755125,843.6065611051615,0.14541936258016408,0.12846327948041525,0.01695608309974883
2025-11-17,92541.0,0.5270617008209229,1.1733197903957107,1.0692788465269103,106.92788465269103,100.0,129.29149009546484,0.0013971265719569146,0.001080602111496526,1048.2302839137706,1000.0,0.009526970392763782,0.009041159734078454,881.6353671167532,836.6779629513543,0.023317362187492474,-0.008213068121151745,0.03153043030864422
2025-11-24,88275.0,0.5033167004585266,0.7,0.8486028232512585,84.86028232512585,100.0,102.60852337418082,0.0011623735301521474,0.0011328235627301047,1150.8388072879513,1100.0,0.01068934392291593,0.01017398329680856,943.6018347954038,898.1083755257756,0.07028582335722522,0.07342181256660263,-0.00313598920937741
2025-12-01,86447.0,0.5156444907188416,0.830660005523628,0.7535147989055786,75.35147989055785,100.0,91.11098706939111,0.0010539519829420468,0.0011567781415202378,1241.9497943573424,1200.0,0.011743295905857976,0.011330761438328797,1015.1727011737045,979.5103340592095,0.0758485875494499,0.090637122146622,-0.01478853459717211
2025-12-08,90650.1,0.5340567231178284,0.7,0.7044071738035096,70.44071738035096,100.0,85.1731551884757,0.000939581480753752,0.0011031427433615627,1327.122949545818,1300.0,0.012682877386611727,0.01243390418169036,1149.704103384092,1127.1346574606494,0.1325207051517907,0.15071236950575773,-0.01819166435396702
2025-12-15,86434.3,0.5188531875610352,0.7423875551917076,0.716166532546685,71.6166532546685,100.0,86.59503407386711,0.001001859609829282,0.001156948109720331,1413.7179836196851,1400.0,0.013684736996441009,0.013590852291410691,1182.8306629714812,1174.715804211479,0.02881311764469041,0.04221425225094788,-0.01340113460625747
2025-12-22,88655.0,0.45121729373931885,0.7,0.7135777836811837,71.35777836811837,100.0,86.28201638031528,0.0009732335049384162,0.0011279679657097738,1500.0000000000005,1500.0,0.014657970501379425,0.014718820257120464,1299.502374799793,1304.8970098950147,0.09863771330987614,0.11081931920624744,-0.012181605896371295
