date,price,prob_up,allocation_mult_raw,allocation_mult_smooth,amount_dynamic_raw,amount_naive,amount_dynamic,btc_purchased,btc_purchased_naive,cumulative_invested,cumulative_invested_naive,cumulative_btc,cumulative_btc_naive,portfolio_value,portfolio_value_naive,dynamic_pct,naive_pct,tracking_error
2025-09-15,115381.08,0.6554640531539917,1.2331960797309875,1.238180990219116,123.8180990219116,100.0,112.81060167942205,0.000977721838618793,0.0008666932221469933,112.81060167942205,100.0,0.000977721838618793,0.0008666932221469933,112.81060167942205,100.0,0.0,0.0,0.0
2025-09-22,112736.59,0.656017541885376,1.234026312828064,1.2532277549186261,125.32277549186261,100.0,114.18151158071203,0.0010128167933828053,0.0008870234588433091,226.9921132601341,200.0,0.0019905386320015987,0.0017537166809903023,224.4065376351251,197.70803844096451,0.9892326988276265,0.9770803844096452,0.012152314417981369
2025-09-29,114365.2,0.7432624101638794,1.364893615245819,1.32181017742408,132.18101774240802,100.0,120.4300523098856,0.0010530305749466237,0.0008743918604610494,347.4221655700197,300.0,0.0030435692069482223,0.0026281085414513517,348.07840106647484,300.5641589647921,0.5511063302105512,0.5202424814635969,0.03086384874695436
2025-10-06,124720.09,0.6570608019828796,1.2355912029743195,1.2360618957251883,123.60618957251883,100.0,112.61753109704036,0.0009029622340477814,0.0008017954445029667,460.03969666706,400.0,0.003946531440996003,0.0034299039859543184,492.2117565088512,427.77793381958134,0.41408301980463946,0.4232499819437585,-0.00916696213911905
2025-10-13,115274.03,0.5999794602394104,1.1499691903591156,1.1871526224488131,118.71526224488132,100.0,108.16140990829982,0.0009382981570809992,0.0008674980826123629,568.2011065753599,500.0,0.004884829598077002,0.0042974020685666815,563.0939936336163,495.3788549740177,0.14400760686318637,0.15802806972962657,-0.014020462866440209
2025-10-20,110574.4,0.5916520357131958,1.1374780535697937,1.143029987237802,114.3029987237802,100.0,104.14139904950366,0.0009418219682811181,0.000904368461416024,672.3425056248635,600.0,0.0058266515663581205,0.005201770529982706,644.2785009591094,575.1826552905196,0.1441757650469928,0.16109650122366959,-0.016920736176676776
2025-10-27,114087.06,0.5461745262145996,1.0692617893218994,1.0747838872950604,107.47838872950604,100.0,97.92350065045602,0.0008583225884728384,0.0008765235952263123,770.2660062753196,700.0,0.006684974154830959,0.006078294125209018,762.6690475006488,693.4547065603688,0.18375678587023558,0.20562520476232193,-0.02186841889208635
2025-11-03,106538.3,0.43629080057144165,0.9044362008571625,0.9715850645212478,97.15850645212478,100.0,88.52106160342979,0.000830884870543549,0.0009386295820376334,858.7870678787493,800.0,0.007515859025374508,0.007016923707246651,800.726843603057,747.571122999756,0.04990080065151159,0.07803886241945368,-0.02813806176794209
2025-11-10,105973.3,0.5565246939659119,1.0847870409488678,1.051875079742965,105.1875079742965,100.0,95.83628045880002,0.0009043436456050724,0.0009436339153352778,954.6233483375494,900.0,0.00842020267097958,0.007960557622581929,892.3166637125204,843.6065611051615,0.11438335162754587,0.12846327948041525,-0.014079927852869378
2025-11-17,92541.0,0.357654333114624,0.786481499671936,0.8726945463044478,87.26945463044477,100.0,79.51115194680288,0.0008591991868123629,0.001080602111496526,1034.1345002843523,1000.0,0.009279401857791943,0.009041159734078454,858.7251273219242,836.6779629513543,-0.037645308842308545,-0.008213068121151745,-0.0294322407211568
2025-11-24,88275.0,0.523475170135498,1.035212755203247,0.9455099179400206,94.55099179400206,100.0,86.14535643759065,0.0009758748959228621,0.0011328235627301047,1120.279856721943,1100.0,0.010255276753714805,0.01017398329680856,905.2845554341744,898.1083755257756,0.05421924505394804,0.07342181256660263,-0.01920256751265459
2025-12-01,86447.0,0.5531680583953857,1.0797520875930786,1.0599651830515224,105.99651830515225,100.0,96.57336932472224,0.0011171396268779973,0.0011567781415202378,1216.8532260466652,1200.0,0.011372416380592802,0.011330761438328797,983.1112788531059,979.5103340592095,0.08596934847917037,0.090637122146622,-0.004667773667451636
2025-12-08,90650.1,0.5588717460632324,1.0883076190948486,1.081729616822118,108.17296168221179,100.0,98.55632568430768,0.0010872169549102282,0.0011031427433615627,1315.409551730973,1300.0,0.01245963333550303,0.01243390418169036,1129.4670078266831,1127.1346574606494,0.14886995208143206,0.15071236950575773,-0.0018424174243256708
2025-12-15,86434.3,0.5090281367301941,1.0135422050952911,1.0447377940992428,104.47377940992428,100.0,95.18600275773169,0.0011012526596239187,0.001156948109720331,1410.5955544887047,1400.0,0.013560885995126948,0.013590852291410691,1172.1256883686012,1174.715804211479,0.03776885933481289,0.04221425225094788,-0.004445392916134994
2025-12-22,88655.0,0.4587031900882721,0.9380547851324081,0.9812808656738146,98.12808656738146,100.0,89.40444551129573,0.0010084535052878657,0.0011279679657097738,1500.0000000000005,1500.0,0.014569339500414814,0.014718820257120464,1291.6447934092753,1304.8970098950147,0.10196782326904219,0.11081931920624744,-0.008851495937205245
