date,price,prob_up,allocation_mult_raw,allocation_mult_smooth,amount_dynamic_raw,amount_naive,amount_dynamic,units_purchased,units_purchased_naive,cumulative_invested,cumulative_invested_naive,cumulative_units,cumulative_units_naive,portfolio_value,portfolio_value_naive,dynamic_pct,naive_pct,tracking_error,block,test_window_start,test_window_end
2025-07-14,119863.71,0.19515573978424072,1.0,1.0,100.0,100.0,94.18445875156168,0.0007857629198325471,0.00083428086782897,188.36891750312336,200.0,0.0016556677682331884,0.001757899116456658,198.45448122785012,210.7083099042171,1.1070830990421712,1.1070830990421707,4.440892098500626e-16,3,2025-07-01,2025-08-29
2025-07-21,117428.79,0.07607565075159073,0.7,1.0343480011444495,103.43480011444495,100.0,97.41950664854969,0.0008296049601511664,0.0008515799234582933,285.78842415167304,300.0,0.0024852727283843547,0.002609479039914951,291.84256931417343,306.4279661875744,0.47057686734270465,0.4542756587382297,0.016301208604474926,3,2025-07-01,2025-08-29
2025-07-28,117979.7,0.08389145135879517,0.7562985404037088,0.7444245577117627,74.44245577117627,100.0,70.11322404945307,0.0005942821014924862,0.0008476034436432708,355.90164820112614,400.0,0.003079554829876841,0.003457082483558222,363.3249549624207,407.8655542854539,0.24493474621001998,0.3310324098675326,-0.08609766365751259,3,2025-07-01,2025-08-29
2025-08-04,115051.85,0.562744140625,1.0,1.0,100.0,100.0,86.53423971022124,0.0007521325359846125,0.0008691733335882908,86.53423971022124,100.0,0.0007521325359846125,0.0008691733335882908,86.53423971022124,100.0,-0.7618268755605526,-0.7548211685215939,-0.007005707038958753,4,2025-07-31,2025-09-28
2025-08-11,118701.84,0.5485262274742126,1.0,1.0,100.0,100.0,86.53423971022124,0.0007290050407830346,0.0008424469241588841,173.0684794204425,200.0,0.001481137576767647,0.0017116202577471748,175.81375565546097,203.1724739758639,1.0317247397586393,1.0317247397586389,4.440892098500626e-16,4,2025-07-31,2025-09-28
2025-08-18,116260.0,0.5438200235366821,0.8476383033954324,0.9484817680625495,94.84817680625494,100.0,82.07614867829912,0.0007059706578212551,0.000860141063134354,255.1446280987416,300.0,0.0021871082345889022,0.002571761320881529,254.27320335330577,298.9929711656865,0.4462645565208241,0.47162145203392924,-0.02535689551310516,4,2025-07-31,2025-09-28
2025-08-25,112856.19,0.20100896060466766,1.6,1.422202852230836,142.2202852230836,100.0,133.94940587228857,0.001186903490825701,0.0008860834306031419,800.0,800.0,0.006929906069532209,0.006914927235042893,782.0827960652803,780.3923418741754,2.07575782957592,1.6100691893580406,0.46568864021787926,3,2025-07-01,2025-08-29
2025-09-01,109240.55,0.6403090357780457,1.0,1.0,100.0,100.0,108.14334651271318,0.000989956078697088,0.0009154109897835556,108.14334651271318,100.0,0.000989956078697088,0.0009154109897835556,108.1433465127132,100.0,-0.861723915860583,-0.8718593268613555,0.010135411000772532,5,2025-08-30,2025-10-28
2025-09-08,112072.57,0.6372950077056885,1.0,1.0,100.0,100.0,108.14334651271318,0.0009649403642007422,0.0008922789938697756,216.28669302542636,200.0,0.00195489644289783,0.0018076899836533312,219.09026843941808,202.59246223128685,1.0259246223128677,1.0259246223128686,-8.881784197001252e-16,5,2025-08-30,2025-10-28
2025-09-15,115381.08,0.6380359530448914,1.0,1.0,100.0,100.0,108.14334651271318,0.0009372710544286219,0.0008666932221469933,324.43003953813957,300.0,0.002892167497326452,0.0026743832058003245,333.70140938242315,308.5732226191037,0.5231229198785561,0.5231229198785561,0.0,5,2025-08-30,2025-10-28
2025-09-22,112736.59,0.6326112747192383,0.7,0.9364083501725752,93.64083501725752,100.0,101.26633269011086,0.0008982561268715939,0.0008870234588433091,425.6963722282504,400.0,0.003790423624198046,0.0035614066646436336,427.31943404752917,401.5008429751968,0.28054428909474405,0.30115257431394493,-0.020608285219200884,5,2025-08-30,2025-10-28
2025-09-29,114365.2,0.646298885345459,1.6,1.2394749131220024,123.94749131220024,100.0,134.04096502356776,0.0011720432878495185,0.0008743918604610494,559.7373372518182,500.0,0.004962466912047565,0.004435798525104683,567.5335208897021,507.3009854833021,0.32812476023867765,0.263511632314658,0.06461312792401963,5,2025-08-30,2025-10-28
2025-10-06,124720.09,0.6360588669776917,0.7,0.7444280788377231,74.4428078837723,100.0,80.50494368354124,0.0006454849710543125,0.0008017954445029667,640.2422809353594,600.0,0.005607951883101877,0.00523759396960765,699.4242635761356,653.2331912729234,0.23239286814226068,0.28766395091977337,-0.05527108277751269,5,2025-08-30,2025-10-28
2025-10-13,115274.03,0.6160789132118225,0.7,0.7661581712078561,76.61581712078561,100.0,82.85490859247781,0.000718764743389971,0.0008674980826123629,723.0971895278373,700.0,0.0063267166264918484,0.0061050920522200125,729.3061222037202,703.7585643803712,0.04272350872530439,0.07734661034138757,-0.034623101616083174,5,2025-08-30,2025-10-28
2025-10-20,110574.4,0.6134083271026611,0.7,0.7504209999999998,75.04209999999998,100.0,81.31988708228458,0.0007354314116313051,0.000904368461416024,406.41694759478867,400.0,0.0034919135528636066,0.003448053848992403,386.11624595976156,381.2664855200255,-0.47057040355969193,-0.45824249278484586,-0.012327910774846074,6,2025-09-29,2025-11-27
2025-10-27,114087.06,0.5392139554023743,0.7,0.7082219622008284,70.82219622008284,100.0,76.7469593672957,0.0006727052074730973,0.0008765235952263123,483.16390696208435,500.0,0.0041646187603367035,0.004324577444218715,475.1291103876591,493.3783263532272,0.2305338492210811,0.2940511298292783,-0.06351728060819717,6,2025-09-29,2025-11-27
2025-11-03,106538.3,0.49606168270111084,1.0,1.0,100.0,100.0,98.98470599232664,0.0009290997321369557,0.0009386295820376334,98.98470599232664,100.0,0.0009290997321369557,0.0009386295820376334,98.98470599232664,100.0,-0.7916677723417858,-0.7973157825169515,0.005648010175165696,7,2025-10-29,2025-12-27
2025-11-10,105973.3,0.5054140686988831,1.0,1.0,100.0,100.0,98.98470599232664,0.0009340532567385052,0.0009436339153352778,197.96941198465328,200.0,0.001863152988875461,0.0018822634973729112,197.44447063599588,199.46967428614875,0.9946967428614872,0.9946967428614875,-2.220446049250313e-16,7,2025-10-29,2025-12-27
2025-11-17,92541.0,0.5066061019897461,1.5795856115024112,1.3711712055085739,137.11712055085738,100.0,135.72497864241026,0.0014666469850380941,0.001080602111496526,333.6943906270635,300.0,0.0033297999739135553,0.002962865608869437,308.14301938593434,274.1865463103866,0.5606566159759407,0.3745776007888444,0.18607901518709635,7,2025-10-29,2025-12-27
2025-11-24,88275.0,0.4979110658168793,0.7,0.9779547546636438,97.79547546636438,100.0,96.80256386417871,0.0010966022527802743,0.0011328235627301047,430.4969544912422,400.0,0.00442640222669383,0.0040956891715995414,390.7406565613978,361.54696162294954,0.2680496781658841,0.31861671000322755,-0.05056703183734346,7,2025-10-29,2025-12-27
2025-12-01,86447.0,0.497881680727005,0.7,0.8388597222070341,83.88597222070341,100.0,83.03428297146806,0.0009605224353820036,0.0011567781415202378,513.5312374627102,500.0,0.005386924662075833,0.0052524673131197795,465.6834762624695,454.0600418172656,0.19179683107610224,0.2558812270998869,-0.06408439602378468,7,2025-10-29,2025-12-27
2025-12-08,90650.1,0.4969862401485443,0.7,0.7114356952205545,71.14356952205544,100.0,70.42125312385308,0.000776846943620063,0.0011031427433615627,583.9524905865633,600.0,0.006163771605695896,0.006355610056481342,558.7465124334936,576.1366871810394,0.1998418258640806,0.26885573298894916,-0.06901390712486855,7,2025-10-29,2025-12-27
2025-12-15,86434.3,0.4966355264186859,1.361321059999093,1.0035121245483682,100.35121245483683,100.0,99.3323526081553,0.0011492237758407866,0.001156948109720331,683.2848431947186,700.0,0.007312995381536683,0.007512558166201673,632.0936367063562,649.3427063049253,0.13127084042711212,0.12706363047642966,0.004207209950682467,7,2025-10-29,2025-12-27
2025-12-22,86396.0,0.49682384729385376,1.4290298097694611,1.1791231345813071,117.91231345813071,100.0,116.71515680528128,0.0013509324135987926,0.0011574609935645168,799.9999999999999,800.0,0.008663927795135477,0.00867001915976619,748.5287057885247,749.0549753271597,0.18420541249058542,0.15355877266974405,0.03064663982084137,7,2025-10-29,2025-12-27
