date,price,prob_up,allocation_mult_raw,allocation_mult_smooth,amount_dynamic_raw,amount_naive,amount_dynamic,units_purchased,units_purchased_naive,cumulative_invested,cumulative_invested_naive,cumulative_units,cumulative_units_naive,portfolio_value,portfolio_value_naive,dynamic_pct,naive_pct,tracking_error,block,test_window_start,test_window_end
2025-05-05,94733.99,0.4756709039211273,1.0,1.0,100.0,100.0,97.0523443682867,0.00102447225508275,0.001055587334598701,97.0523443682867,100.0,0.00102447225508275,0.001055587334598701,97.0523443682867,100.0,0.0,0.0,0.0,1,2025-05-02,2025-06-30
2025-05-12,102825.0,0.5212455987930298,1.0,1.0,100.0,100.0,97.0523443682867,0.0009438594152033717,0.0009725261366399222,194.1046887365734,200.0,0.001968331670286122,0.002028113471238623,202.3937039971705,208.5407676801114,1.0854076768011147,1.0854076768011138,8.881784197001252e-16,1,2025-05-02,2025-06-30
2025-05-19,105616.18,0.5702304840087891,1.5651126674627327,1.1695338002388198,116.95338002388198,100.0,113.50599713112895,0.0010747027314482397,0.0009468246247876037,307.61068586770233,300.0,0.003043034401734362,0.002974938096026227,321.3936691197687,314.20159743876326,0.5879627813138981,0.5066675016787558,0.08129527963514227,1,2025-05-02,2025-06-30
2025-05-26,109464.32,0.5813619494438171,1.471775373747053,1.5178738762591586,151.78738762591587,100.0,147.31321814633006,0.001345764703478997,0.000913539681240426,454.92390401403236,400.0,0.004388799105213359,0.003888477777266653,480.4169096687889,425.64957572360566,0.4947926976425896,0.3547021377145074,0.14009055992808217,1,2025-05-02,2025-06-30
2025-06-02,105904.94,0.45945799350738525,1.0,1.0,100.0,100.0,87.05945341248365,0.0008220528089859042,0.0009442430164258626,87.05945341248365,100.0,0.0008220528089859042,0.0009442430164258626,87.05945341248365,100.0,-0.8187835364235939,-0.7650649602316655,-0.053718576191928435,2,2025-06-01,2025-07-30
2025-06-09,110301.15,0.5039270520210266,1.0,1.0,100.0,100.0,87.05945341248365,0.0007892887192244473,0.0009066088612856712,174.1189068249673,200.0,0.0016113415282103514,0.0018508518777115338,177.7328236043592,204.15109059124154,1.041510905912415,1.0415109059124155,-4.440892098500626e-16,2,2025-06-01,2025-07-30
2025-06-16,106853.38,0.5550411343574524,1.0,1.0,100.0,100.0,87.05945341248365,0.0008147561959432976,0.000935861832353829,261.17836023745093,300.0,0.002426097724153649,0.002786713710065363,259.236742036125,297.7697790128241,0.4585754998930136,0.4585754998930138,-2.220446049250313e-16,2,2025-06-01,2025-07-30
2025-06-23,105382.0,0.5649043917655945,1.6,1.4843287849859426,148.43287849859425,100.0,129.2248527052921,0.0012262516625732298,0.0009489286595433756,390.40321294274304,400.0,0.003652349386726879,0.0037356423696087385,384.89188307205194,393.66946419410806,0.48471192798132257,0.3220598325968931,0.16265209538442948,2,2025-06-01,2025-07-30
2025-06-30,107173.21,0.5847705602645874,1.6,1.5904739780573676,159.04739780573675,100.0,138.46579519645292,0.0012919814121127183,0.00093306900110578,528.869008139196,500.0,0.004944330798839597,0.004668711370714519,529.899803013504,500.360784162975,0.37674974796573313,0.2710175151310701,0.10573223283466304,2,2025-06-01,2025-07-30
2025-07-07,108269.84,0.07474705576896667,1.0,1.0,100.0,100.0,94.18445875156168,0.0008699048484006412,0.0009236182486276881,94.18445875156168,100.0,0.0008699048484006412,0.0009236182486276881,94.18445875156168,100.0,-0.8222598721193307,-0.8001442096081045,-0.02211566251122621,3,2025-07-01,2025-08-29
