date,price,prob_up,allocation_mult_raw,allocation_mult_smooth,amount_dynamic_raw,amount_naive,amount_dynamic,units_purchased,units_purchased_naive,cumulative_invested,cumulative_invested_naive,cumulative_units,cumulative_units_naive,portfolio_value,portfolio_value_naive,dynamic_pct,naive_pct,tracking_error
2025-09-15,115381.08,0.5286025404930115,1.0,1.0,100.0,100.0,107.89439986188363,0.0009351134506791202,0.0008666932221469933,107.89439986188363,100.0,0.0009351134506791202,0.0008666932221469933,107.89439986188363,100.0,0.0,0.0,0.0
2025-09-22,112736.59,0.5223713517189026,1.0,1.0,100.0,100.0,107.89439986188363,0.0009570486375531106,0.0008870234588433091,215.78879972376726,200.0,0.0018921620882322307,0.0017537166809903023,213.31590155458082,197.70803844096451,0.977080384409645,0.9770803844096452,-2.220446049250313e-16
2025-09-29,114365.2,0.5295032262802124,1.0,1.0,100.0,100.0,107.89439986188363,0.0009434198502856081,0.0008743918604610494,323.68319958565087,300.0,0.0028355819385178387,0.0026281085414513517,324.2918955149803,300.5641589647921,0.5202424814635969,0.5202424814635969,0.0
2025-10-06,124720.09,0.5129244327545166,0.7,0.7302022482611434,73.02022482611434,100.0,78.78473335393423,0.000631692402995654,0.0008017954445029667,402.4679329395851,400.0,0.0034672743415134926,0.0034299039859543184,432.4387679282535,427.77793381958134,0.33348620150230524,0.4232499819437585,-0.08976378044145328
2025-10-13,115274.03,0.43821606040000916,0.7,0.8345869209015092,83.45869209015092,100.0,90.04725496324568,0.000781158210251222,0.0008674980826123629,492.5151879028308,500.0,0.0042484325517647146,0.0042974020685666815,489.7339414251023,495.3788549740177,0.13249314757634,0.15802806972962657,-0.025534922153286566
2025-10-20,110574.4,0.3877772092819214,0.7,0.711083811659999,71.1083811659999,100.0,76.72196111055628,0.0006938492192637381,0.000904368461416024,569.2371490133871,600.0,0.004942281771028453,0.005201770529982706,546.4898414624085,575.1826552905196,0.11589129369336604,0.16109650122366959,-0.04520520753030355
2025-10-27,114087.06,0.318651407957077,0.7,0.7009127995505909,70.0912799550591,100.0,75.62456586302375,0.0006628671635768662,0.0008765235952263123,644.8617148764108,700.0,0.005605148934605319,0.006078294125209018,639.4749628112531,693.4547065603688,0.17014977094545092,0.20562520476232193,-0.035475433816871016
2025-11-03,106538.3,0.27269893884658813,0.7,0.7000751729680291,70.00751729680292,100.0,75.53419064558989,0.0007089862579522095,0.0009386295820376334,720.3959055220007,800.0,0.006314135192557529,0.007016923707246651,672.6972293852518,747.571122999756,0.05195241175345999,0.07803886241945368,-0.026086450665993688
2025-11-10,105973.3,0.244713693857193,0.7,0.7707061378674394,77.07061378674393,100.0,83.15487621507751,0.0007846776142205396,0.0009436339153352778,803.5507817370782,900.0,0.007098812806778069,0.007960557622581929,752.2846192165343,843.6065611051615,0.11831086312636363,0.12846327948041525,-0.010152416354051619
2025-11-17,92541.0,0.1256759613752365,0.8712066867770247,0.8699406317661027,86.99406317661027,100.0,93.86172237987155,0.0010142717539238992,0.001080602111496526,897.4125041169498,1000.0,0.008113084560701969,0.009041159734078454,750.7929583319209,836.6779629513543,-0.0019828411302187376,-0.008213068121151745,0.006230226990933008
2025-11-24,88275.0,0.2422635704278946,1.163846769989575,1.1713888758604523,117.13888758604523,100.0,126.38629976585,0.001431733783810252,0.0011328235627301047,1023.7988038827998,1100.0,0.009544818344512221,0.01017398329680856,842.5688393618163,898.1083755257756,0.1222386012167711,0.07342181256660263,0.048816788650168474
2025-12-01,86447.0,0.3042994737625122,1.4409007333495496,1.2129319989608187,121.29319989608187,100.0,130.8685701011524,0.0015138590130502202,0.0011567781415202378,1154.667373983952,1200.0,0.01105867735756244,0.011330761438328797,955.9894815292004,979.5103340592095,0.1346129086061285,0.090637122146622,0.043975786459506505
2025-12-08,90650.1,0.323152631521225,0.7,0.7673616795243,76.73616795243,100.0,82.79402788928142,0.0009133363105973564,0.0011031427433615627,1237.4614018732334,1300.0,0.011972013668159797,0.01243390418169036,1085.2642362200525,1127.1346574606494,0.13522612663484979,0.15071236950575773,-0.01548624287090794
2025-12-15,86434.3,0.3244035840034485,1.3332884579774809,1.1074664625926327,110.74664625926327,100.0,119.48942934859531,0.0013824306941641836,0.001156948109720331,1356.9508312218286,1400.0,0.01335444436232398,0.013590852291410691,1154.2820503464195,1174.715804211479,0.06359540084611504,0.04221425225094788,0.021381148595167154
2025-12-22,88655.0,0.3200500011444092,1.6,1.3258257051458568,132.58257051458568,100.0,143.0491687781709,0.0016135487990318752,0.0011279679657097738,1499.9999999999995,1500.0,0.014967993161355855,0.014718820257120464,1326.9874337200033,1304.8970098950147,0.1496214753766223,0.11081931920624744,0.03880215617037486
